Year,1 - State Name,8 - Structure Number,2024 NBI Structure Number,22 - Owner Agency,3 - County Name,City - InfoBridge Place Code,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,113 - Scour Critical Bridge Value,Average Relative Humidity,Average Temperature,Maximum Temperature,Mean Wind Speed,Minimum Temperature,Number of Freeze-Thaw Cycles,Number of Snowfall Days,Number of Days with Measurable Precipitation,Number of Days with Temperature Below 0?C,Prevailing Wind Direction,Time of Wetness,Total Precipitation,Computed - Average Daily Truck Traffic (Volume),64 - Operating Rating (US tons),66 - Inventory Rating (US tons)
2004,Virginia,000000000014216,000000000014216,State Highway Agency,Prince William County,,1980,16709,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,EBL ROUTE 0066    ,Good,24,8,7,8,Bridge not over waterway,78,12.4,34.3,2,-16.5,81,22,121,108,159.67,3816,1178.24,835,75.4,55.6
2004,California,      24 0287L ,      24 0287L ,State Highway Agency,Sacramento County,,1975,20800,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,258.9,INTERSTATE 5 SB   ,Fair,29,5,8,7,Bridge not over waterway,58,16.9,42.5,2,-1.9,4,1,49,4,137.27,1945,802.63,3744,110.1,35.9
2004,Delaware,      2920N150 ,      2920N150 ,State Highway Agency,Kent County,,1992,16537,Steel,Stringer/Multi-beam or Girder,1,71.9,SR 1              ,Good,12,8,8,7,Bridge not over waterway,80,13,33,3,-13.4,66,20,117,87,156.52,4305,1224.25,1819,75,55
2004,Florida,         790174,         790174,State Highway Agency,Volusia County,,1997,12000,Prestressed Concrete Continuous,Segmental Box Girder,10,2319.9,SR-430            ,Good,7,7,7,7,Foundations Stable,77,21.7,38.6,2,0.3,0,0,129,0,188.36,4624,1595,600,52.9,39.6
2005,Delaware,      2920N150 ,      2920N150 ,State Highway Agency,Kent County,,1992,16537,Steel,Stringer/Multi-beam or Girder,1,71.9,SR 1              ,Good,13,8,8,7,Bridge not over waterway,78,13,36.4,3,-15.7,80,26,110,91,167.59,3944,1352.67,1819,75,55
2005,Delaware,      1281 366 ,      1281 366 ,State Highway Agency,New Castle County,,1980,23333,Steel Continuous,Stringer/Multi-beam or Girder,2,274.9,CHRISTINA PARKWAY ,Fair,25,7,6,7,Foundations stable; Scour above top of footing,77,12.5,36.2,3,-17.4,87,33,116,101,166.54,3722,1359,1167,110.1,56.7
2005,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,,1977,23500,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Good,28,8,8,8,Bridge not over waterway,75,18.1,38.8,1,-6.3,29,0,96,29,183.3,4202,1238.31,3525,58.5,34.7
2005,Florida,         790174,         790174,State Highway Agency,Volusia County,,1997,12000,Prestressed Concrete Continuous,Segmental Box Girder,10,2319.9,SR-430            ,Good,8,7,7,7,Foundations Stable,80,21.2,34.3,2,-1,1,0,152,1,192.03,5094,1570.03,720,52.9,39.6
2005,California,      24 0287L ,      24 0287L ,State Highway Agency,Sacramento County,,1975,24500,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,258.9,INTERSTATE 5 SB   ,Fair,30,5,8,7,Bridge not over waterway,61,16.7,43.8,2,0.2,0,0,86,0,134.81,2462,1122.57,5145,110.1,35.9
2005,Delaware,      1806 060 ,      1806 060 ,State Highway Agency,New Castle County,,1975,27997,Steel Continuous,Stringer/Multi-beam or Girder,2,222.1,I 495 SB          ,Fair,30,8,6,6,Bridge not over waterway,77,12.5,36.2,3,-17.4,87,33,116,101,166.54,3722,1359,4200,64,38
2005,Mississippi,11002200250005A,11002200250005A,State Highway Agency,Hinds County,,1970,23500,Steel Continuous,Stringer/Multi-beam or Girder,3,321.9,I 220             ,Good,35,8,8,8,Bridge not over waterway,75,18.1,38.8,1,-6.3,29,0,96,29,183.3,4202,1238.31,3525,59.5,35.7
2005,Mississippi,310004306412140,310004306412140,State Highway Agency,Simpson County,,1963,2000,Steel,Stringer/Multi-beam or Girder,3,182.1,SR 43             ,Good,42,7,7,7,Evaluation not yet made,76,18.3,38.9,0,-6.2,27,0,90,27,164.12,4487,1228.55,100,54.5,32.6
2005,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,2200,Steel Continuous,Truss - Deck,3,402.9,TH 123            ,Fair,57,6,5,7,Countermeasures installed for mitigation,70,7.2,37.2,3,-33,76,98,100,162,176.77,1738,786.55,110,54,36
2005,Mississippi,11000100240435B,11000100240435B,State Highway Agency,Harrison County,,1970,23000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,217.8,I 10              ,Good,35,7,7,8,Bridge not over waterway,76,20.6,34.3,3,-2.2,3,0,114,3,189.99,4005,1770.64,2990,66.9,61.5
2005,Mississippi,11002200250051B,11002200250051B,State Highway Agency,Hinds County,,1976,28500,Steel Continuous,Stringer/Multi-beam or Girder,2,267.1,I 220             ,Good,29,8,8,8,Bridge not over waterway,75,18.1,38.8,1,-6.3,29,0,96,29,183.3,4202,1238.31,4275,69.4,41.7
2005,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,,1970,24000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,422.9,I 10              ,Good,35,7,7,8,Bridge not over waterway,76,20.6,34.3,3,-2.2,3,0,114,3,189.99,4005,1770.64,3120,68.7,65.7
2005,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,1800,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,3,8,8,8,Foundations stable; Scour above top of footing,76,18.6,39,0,-6.1,23,0,110,23,178.36,4597,1297.98,180,47.3,42
2005,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1983,17730,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ ROUTE 47       ,Good,22,7,7,7,Bridge not over waterway,78,11.9,36.5,2,-20.4,93,40,120,114,161.4,3694,1343.11,709,80,48
2005,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,,1987,15300,Steel,Stringer/Multi-beam or Girder,1,107,N.J. ROUTE 55 NB  ,Good,18,8,8,7,Bridge not over waterway,78,12.4,34.8,3,-19.9,90,32,125,104,164.61,3814,1299.94,1071,93,55
2005,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,7500,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,37,6,7,7,Bridge not over waterway,,,,,,79,35,,,,,,75,95,21.1
2005,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,,1968,18500,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ ROUTE 18 NB    ,Fair,37,6,6,7,Bridge not over waterway,,,,,,79,35,,,,,,925,82,38
2005,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,,1969,16800,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Good,36,7,8,7,Bridge not over waterway,77,12.3,34.9,3,-17.5,79,35,121,94,159.98,3756,1343.28,2352,88,52
2005,Pennsylvania,364003011000000,000000000042120,State Highway Agency,Lancaster County,,2003,2293,Steel,Mixed Types,1,102,SR 4003           ,Good,2,8,8,8,Foundations stable; Scour above top of footing,,,,,,92,53,,,,,,92,0,35.7
2005,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,,1998,2617,Prestressed Concrete,Stringer/Multi-beam or Girder,2,224.1,NJ ROUTE 133 EB   ,Good,7,8,8,9,Foundations stable; Scour above top of footing,77,11.7,37,2,-18.9,90,47,124,113,158.71,3578,1497.21,105,99,69
2005,Maryland,100000070042010,100000070042010,State Highway Agency,Cecil County,,1973,10650,Steel,Stringer/Multi-beam or Girder,2,90.9,MD 273            ,Fair,32,6,5,6,Foundations stable; Scour above top of footing,77,12.5,36.2,3,-17.4,87,33,116,101,166.54,3722,1359,852,35.7,35.7
2005,New York,000000001016310,000000001016310,State Highway Agency,Allegany County,,1990,7522,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,RTE 21            ,Fair,15,7,5,8,Foundations stable; Scour above top of footing,79,7.9,34.9,0,-23.1,81,111,142,156,142.44,3040,1104.1,677,84,50
2005,Pennsylvania,460309013000000,000000000027369,State Highway Agency,Montgomery County,,1958,60355,Steel Continuous,Stringer/Multi-beam or Girder,3,298.9,PA 309 BY-PASS    ,Fair,47,6,5,5,Bridge not over waterway,78,11.9,36.5,2,-20.4,93,40,120,114,161.4,3694,1343.11,1811,89.3,53.6
2005,Pennsylvania,360324007012890,000000000021212,State Highway Agency,Lancaster County,,1970,865,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,PA 324;SR 0324    ,Fair,35,6,7,6,Countermeasures installed for mitigation,77,11.3,37.1,1,-19.2,92,53,117,120,164.06,3428,1322.83,52,77.4,21.8
2005,Virginia,000000000014218,000000000014218,State Highway Agency,Prince William County,,1980,17000,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,WBL ROUTE 0066    ,Fair,25,8,6,7,Bridge not over waterway,75,12.6,37.4,2,-15,91,37,113,104,173.9,3251,1278.1,850,75.4,55.6
2005,Pennsylvania,222043001000000,000000000014359,State Highway Agency,Dauphin County,,1969,589,Steel Continuous,Stringer/Multi-beam or Girder,2,242.1,T-494/SCHOOLHS RD ,Fair,36,8,6,7,Bridge not over waterway,76,11.2,37.1,1,-18.9,92,57,118,120,166.83,3292,1213.16,47,59.5,35.7
2005,Pennsylvania,550219019500000,000000000040268,State Highway Agency,Somerset County,,1998,1277,Prestressed Concrete,Stringer/Multi-beam or Girder,1,142.1,US 219 (SBL)      ,Fair,7,7,8,5,Evaluation not yet made,76,9.7,35,0,-17.8,87,91,126,133,142.35,3098,1210.47,115,110.1,53.6
2005,Virginia,000000000011061,000000000011061,State Highway Agency,Loudoun County,,1987,19114,Steel,Stringer/Multi-beam or Girder,3,210,ROUTE 7 BYPASS    ,Good,18,7,7,7,Foundations stable; Scour above top of footing,75,12.6,37.4,2,-15,91,37,113,104,173.9,3251,1278.1,765,110.1,60.5
2005,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,,1973,25082,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,32,7,7,6,Bridge not over waterway,75,12.9,36.6,3,-14.6,84,35,117,97,174.03,3360,1305.19,251,95.2,57.5
2005,Virginia,000000000014216,000000000014216,State Highway Agency,Prince William County,,1980,16425,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,EBL ROUTE 0066    ,Fair,25,8,6,7,Bridge not over waterway,75,12.6,37.4,2,-15,91,37,113,104,173.9,3251,1278.1,821,75.4,55.6
2005,Virginia,000000000023678,000000000023678,State Highway Agency,Fairfax County,,1993,9419,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,LEE CHAPEL ROAD   ,Good,12,8,8,8,Foundations Stable,75,13.2,38.7,1,-13.2,89,34,111,100,165.5,3530,1298.97,94,55.6,37.7
2005,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,,1982,1875,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,23,7,7,6,Bridge not over waterway,75,12.9,36.6,3,-14.6,84,35,117,97,174.03,3360,1305.19,19,76.4,37.7
2005,Pennsylvania,062011003401320,000000000005043,State Highway Agency,Berks County,,1978,10032,Prestressed Concrete,Stringer/Multi-beam or Girder,3,164,SR 2011 (LR 06143),Good,27,7,8,7,Bridge not over waterway,,,,,,94,58,,,,,,201,44.6,26.8
2005,Virginia,000000000023858,000000000023858,State Highway Agency,Fairfax County,,1993,2900,Prestressed Concrete,Stringer/Multi-beam or Girder,2,190.9,CLARA BARTON DR.  ,Good,12,7,7,7,Bridge not over waterway,75,12.6,37.4,2,-15,91,37,113,104,173.9,3251,1278.1,58,92.3,55.6
2005,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,,1994,24169,Prestressed Concrete,Stringer/Multi-beam or Girder,1,75.1,DUPONT HWY        ,Good,11,7,8,8,Foundations stable; Scour above top of footing,77,12.5,36.2,3,-17.4,87,33,116,101,166.54,3722,1359,2659,99,72
2006,California,      24 0287L ,      24 0287L ,State Highway Agency,Sacramento County,,1975,24500,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,258.9,INTERSTATE 5 SB   ,Fair,31,5,8,7,Bridge not over waterway,62,16.1,46.7,2,-2.8,8,6,81,8,141.15,2445,1010.21,5145,110,35.9
2006,Mississippi,11000100240435B,11000100240435B,State Highway Agency,Harrison County,,1970,25000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,217.8,I 10              ,Good,36,7,7,8,Bridge not over waterway,73,21.3,35.6,3,-2.5,1,0,116,1,180.79,3077,945.55,3250,66.9,61.5
2006,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,,1970,29500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,422.9,I 10              ,Good,36,7,7,8,Bridge not over waterway,73,21.3,35.6,3,-2.5,1,0,116,1,180.79,3077,945.55,3835,68.7,65.7
2006,Mississippi,11002200250005A,11002200250005A,State Highway Agency,Hinds County,,1970,23500,Steel Continuous,Stringer/Multi-beam or Girder,3,321.9,I 220             ,Good,36,8,8,8,Bridge not over waterway,74,18.4,40,1,-7.2,31,5,108,31,170.53,3932,1314.36,3525,59.5,35.7
2006,Mississippi,11002200250051B,11002200250051B,State Highway Agency,Hinds County,,1976,28500,Steel Continuous,Stringer/Multi-beam or Girder,2,267.1,I 220             ,Good,30,8,8,8,Bridge not over waterway,74,18.4,40,1,-7.2,31,5,108,31,170.53,3932,1314.36,4275,69.4,41.7
2006,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,1800,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,4,8,8,8,Foundations stable; Scour above top of footing,75,18.9,39.1,0,-6.8,25,1,108,25,169.75,4280,1125.04,180,47.3,42
2006,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,,1969,16800,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Good,37,7,8,7,Bridge not over waterway,78,12.9,34.8,3,-11.7,65,13,117,71,141.92,4050,1304.33,2352,88,52
2006,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,8100,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,38,6,7,7,Bridge not over waterway,,,,,,65,13,,,,,,81,95,21.1
2006,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,,1968,18500,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ ROUTE 18 NB    ,Fair,38,6,6,7,Bridge not over waterway,,,,,,65,13,,,,,,925,82,38
2006,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,,1987,15300,Steel,Stringer/Multi-beam or Girder,1,107,N.J. ROUTE 55 NB  ,Good,19,8,8,7,Bridge not over waterway,77,13.3,35.7,3,-11.2,74,9,123,78,146.47,3865,1243.16,1071,93,55
2006,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1983,17730,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ ROUTE 47       ,Good,23,7,7,7,Bridge not over waterway,79,12.5,35.3,2,-13.2,86,14,121,93,143.84,4225,1325.51,709,80,48
2006,Maryland,100000070042010,100000070042010,State Highway Agency,Cecil County,,1973,10650,Steel,Stringer/Multi-beam or Girder,2,90.9,MD 273            ,Fair,33,6,5,6,Foundations stable; Scour above top of footing,77,13.3,36,3,-8.7,74,10,111,76,148.81,3981,1311.81,852,35.7,35.7
2006,Mississippi,310004306412140,310004306412140,State Highway Agency,Simpson County,,1963,2100,Steel,Stringer/Multi-beam or Girder,3,182.1,SR 43             ,Good,43,7,7,7,Evaluation not yet made,74,18.6,39.2,0,-7.1,29,3,113,29,151.6,4220,1265.73,105,54.5,32.6
2006,New York,000000001016310,000000001016310,State Highway Agency,Allegany County,,1990,7522,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,RTE 21            ,Fair,16,7,5,8,Foundations stable; Scour above top of footing,81,8.3,31.5,0,-14.5,102,89,139,135,127.74,3974,1378.64,677,84,50
2006,Pennsylvania,550219019500000,000000000040268,State Highway Agency,Somerset County,,1998,1212,Prestressed Concrete,Stringer/Multi-beam or Girder,1,142.1,US 219 (SBL)      ,Fair,8,7,8,5,Evaluation not yet made,77,10.1,34.3,0,-15.6,108,67,126,128,127.59,3556,1285.61,109,110.1,53.6
2006,Pennsylvania,222043001000000,000000000014359,State Highway Agency,Dauphin County,,1969,601,Steel Continuous,Stringer/Multi-beam or Girder,2,242.1,T-494/SCHOOLHS RD ,Fair,37,8,6,7,Bridge not over waterway,77,11.8,36.5,1,-11.8,98,21,111,106,151.5,3748,1295.54,48,59.5,35.7
2006,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,,1998,2617,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,224.1,NJ ROUTE 133 EB   ,Good,8,8,8,8,Foundations stable; Scour above top of footing,79,12.2,36.2,1,-12.6,77,19,118,85,142.03,4305,1387.82,105,110.1,69
2006,Pennsylvania,460309013000000,000000000027369,State Highway Agency,Montgomery County,,1958,60355,Steel Continuous,Stringer/Multi-beam or Girder,3,298.9,PA 309 BY-PASS    ,Fair,48,6,6,6,Bridge not over waterway,79,12.5,35.3,2,-13.2,86,14,121,93,143.84,4225,1325.51,1811,89.3,53.6
2006,Virginia,000000000023678,000000000023678,State Highway Agency,Fairfax County,,1993,9274,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,LEE CHAPEL ROAD   ,Good,13,8,8,7,Foundations Stable,75,13.8,38.9,1,-9,76,12,102,76,147.13,3826,1400.37,93,55.6,37.7
2006,Pennsylvania,360324007012890,000000000021212,State Highway Agency,Lancaster County,,1970,881,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,PA 324;SR 0324    ,Fair,36,5,7,5,Countermeasures installed for mitigation,78,11.9,35.4,1,-11.1,92,18,113,101,149.22,3959,1365.79,53,77.4,21.8
2006,Pennsylvania,364003011000000,000000000042120,State Highway Agency,Lancaster County,,2003,2334,Steel,Mixed Types,1,102,SR 4003           ,Good,3,8,8,8,Foundations stable; Scour above top of footing,,,,,,92,18,,,,,,93,87.3,51.6
2006,Pennsylvania,062011003401320,000000000005043,State Highway Agency,Berks County,,1978,10032,Prestressed Concrete,Stringer/Multi-beam or Girder,3,164,SR 2011 (LR 06143),Good,28,7,8,7,Bridge not over waterway,,,,,,106,32,,,,,,201,44.6,26.8
2006,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,,1982,1875,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,24,7,7,6,Bridge not over waterway,74,13.7,37.4,3,-9.1,73,8,108,75,153.79,3576,1387.6,19,76.4,37.7
2006,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,,1973,23738,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,33,7,7,6,Bridge not over waterway,74,13.7,37.4,3,-9.1,73,8,108,75,153.79,3576,1387.6,237,95.2,57.5
2006,Virginia,000000000011061,000000000011061,State Highway Agency,Loudoun County,,1987,22142,Steel,Stringer/Multi-beam or Girder,3,210,ROUTE 7 BYPASS    ,Good,19,7,7,7,Foundations stable; Scour above top of footing,74,13.2,38.4,2,-9.8,84,14,113,87,154.25,3574,1303.87,664,110.1,60.5
2006,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,,1994,24169,Prestressed Concrete,Stringer/Multi-beam or Girder,1,75.1,DUPONT HWY        ,Good,12,7,8,8,Foundations stable; Scour above top of footing,77,13.3,36,3,-8.7,74,10,111,76,148.81,3981,1311.81,2659,99,72
2006,Delaware,      1806 060 ,      1806 060 ,State Highway Agency,New Castle County,,1975,27997,Steel Continuous,Stringer/Multi-beam or Girder,2,222.1,I 495 SB          ,Fair,31,8,6,6,Bridge not over waterway,77,13.3,36,3,-8.7,74,10,111,76,148.81,3981,1311.81,4200,64,38
2006,Delaware,      2920N150 ,      2920N150 ,State Highway Agency,Kent County,,1992,15433,Steel,Stringer/Multi-beam or Girder,1,71.9,KOREAN WAR VET HGW,Good,14,8,8,7,Bridge not over waterway,76,14,36.4,3,-8.1,59,6,109,61,149.4,3945,1272.78,1543,75,55
2006,Florida,         790174,         790174,State Highway Agency,Volusia County,,1997,11000,Prestressed Concrete Continuous,Segmental Box Girder,10,2319.9,SR-430            ,Good,9,7,7,7,Foundations Stable,71,22.3,38.5,2,-1.5,2,0,97,2,181.2,3435,791.95,550,52.9,39.6
2006,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,2050,Steel Continuous,Truss - Deck,3,402.9,TH 123            ,Fair,58,6,5,7,Countermeasures installed for mitigation,67,7.7,40.5,4,-28.4,109,86,91,171,174.36,1308,543.51,164,54,36
2006,Delaware,      1281 366 ,      1281 366 ,State Highway Agency,New Castle County,,1980,27650,Steel Continuous,Stringer/Multi-beam or Girder,2,274.9,CHRISTINA PARKWAY ,Fair,26,7,6,6,Foundations stable; Scour above top of footing,77,13.3,36,3,-8.7,74,10,111,76,148.81,3981,1311.81,1383,110.1,56.7
2006,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,,1977,23500,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Good,29,8,8,8,Bridge not over waterway,74,18.4,40,1,-7.2,31,5,108,31,170.53,3932,1314.36,3525,58.5,34.7
2006,Virginia,000000000023858,000000000023858,State Highway Agency,Fairfax County,,1993,2900,Prestressed Concrete,Stringer/Multi-beam or Girder,2,190.9,CLARA BARTON DR.  ,Good,13,7,7,7,Bridge not over waterway,74,13.2,38.4,2,-9.8,84,14,113,87,154.25,3574,1303.87,58,92.3,55.6
2006,Virginia,000000000014216,000000000014216,State Highway Agency,Prince William County,,1980,18905,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,EBL ROUTE 0066    ,Fair,26,8,6,7,Bridge not over waterway,74,13.2,38.4,2,-9.8,84,14,113,87,154.25,3574,1303.87,756,75.4,55.6
2006,Virginia,000000000014218,000000000014218,State Highway Agency,Prince William County,,1980,17000,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,WBL ROUTE 0066    ,Fair,26,8,6,7,Bridge not over waterway,74,13.2,38.4,2,-9.8,84,14,113,87,154.25,3574,1303.87,850,75.4,55.6
2007,Delaware,      1281 366 ,      1281 366 ,State Highway Agency,New Castle County,,1980,27650,Steel Continuous,Stringer/Multi-beam or Girder,2,274.9,CHRISTINA PARKWAY ,Fair,27,7,6,6,Foundations stable; Scour above top of footing,76,12.8,35.5,3,-14.9,84,34,115,103,152.04,3564,1317.87,1383,110.1,56.7
2007,Delaware,      2920N150 ,      2920N150 ,State Highway Agency,Kent County,,1992,15433,Steel,Stringer/Multi-beam or Girder,1,71.9,KOREAN WAR VET HGW,Good,15,8,8,7,Bridge not over waterway,75,13.5,36.9,3,-12.7,75,26,110,89,155.68,3676,1238.7,1543,75,55
2007,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,,1994,36637,Prestressed Concrete,Stringer/Multi-beam or Girder,1,82,KOREAN WAR VET MEM,Good,13,7,8,8,Foundations stable; Scour above top of footing,76,12.8,35.5,3,-14.9,84,34,115,103,152.04,3564,1317.87,5129,99,72
2007,California,      24 0287L ,      24 0287L ,State Highway Agency,Sacramento County,,1975,24500,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,258.9,INTERSTATE 5 SB   ,Fair,32,5,8,7,Bridge not over waterway,56,16.3,44.5,2,-4.3,15,3,51,15,123.01,1696,609.26,5145,110,35.9
2007,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,,1968,23660,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ ROUTE 18 NB    ,Fair,39,6,6,7,Bridge not over waterway,,,,,,77,35,,,,,,1183,82,38
2007,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,,1969,22899,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Good,38,7,8,7,Bridge not over waterway,78,12,32.5,3,-12.5,77,35,120,94,144.54,3970,1305.58,3206,88,52
2007,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,,1998,2617,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,224.1,NJ ROUTE 133 EB   ,Good,9,8,8,7,Foundations stable; Scour above top of footing,78,11.4,34.3,1,-14.4,85,47,116,110,143.18,3810,1379.65,105,110.1,69
2007,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,8100,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,39,6,7,7,Bridge not over waterway,,,,,,77,35,,,,,,81,95,21.1
2007,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1983,11588,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ ROUTE 47       ,Good,24,7,7,7,Bridge not over waterway,77,11.8,35.1,2,-16.6,90,39,120,113,145.44,3690,1333.85,464,80,48
2007,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,,1987,16625,Steel,Stringer/Multi-beam or Girder,1,107,N.J. ROUTE 55 NB  ,Good,20,8,8,7,Bridge not over waterway,76,12.6,34.7,3,-13.4,84,31,111,104,150.3,3599,1367.6,1164,93,55
2007,Mississippi,11000100240435B,11000100240435B,State Highway Agency,Harrison County,,1970,25000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,217.8,I 10              ,Good,37,7,7,8,Bridge not over waterway,77,20.6,37.4,3,-2.2,3,0,122,3,202.03,3967,1137.98,3250,66.9,61.5
2007,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,,1970,29500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,422.9,I 10              ,Good,37,7,7,8,Bridge not over waterway,77,20.6,37.4,3,-2.2,3,0,122,3,202.03,3967,1137.98,3835,68.7,65.7
2007,Maryland,100000070042010,100000070042010,State Highway Agency,Cecil County,,1973,10650,Steel,Stringer/Multi-beam or Girder,2,90.9,MD 273            ,Fair,34,6,5,5,Foundations stable; Scour above top of footing,76,12.8,35.5,3,-14.9,84,34,115,103,152.04,3564,1317.87,852,35.7,35.7
2007,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,,1977,30500,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Good,30,8,8,8,Bridge not over waterway,74,18.4,41.2,1,-5.6,35,3,99,35,185.63,3943,1143.76,4575,58.5,34.7
2007,Florida,         790174,         790174,State Highway Agency,Volusia County,,1997,11500,Prestressed Concrete Continuous,Segmental Box Girder,10,2319.9,SR-430            ,Good,10,7,7,7,Foundations Stable,75,22.1,36.2,2,-1.8,2,0,130,2,191.11,4097,911.12,460,52.9,39.6
2007,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,2050,Steel Continuous,Truss - Deck,3,402.9,TH 123            ,Fair,59,6,5,7,Countermeasures installed for mitigation,70,6.5,35.5,4,-32.9,57,93,99,155,167.05,1615,856.26,164,54,36
2007,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,2000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,5,8,8,8,Foundations stable; Scour above top of footing,78,18.6,40.9,0,-5.9,31,0,114,31,173.72,4722,1049.5,200,47.3,42
